"","1","2","3","4","5","6"
"equilibration",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"equipe",0,0,0,9.39933284341679e-06,0,1.82845126020514e-05
"equivalence",0,0,0,1.87986656868336e-05,1.64164862784049e-05,0
"equivocal",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"eradicate",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"eradicates",0,0,0,1.53296515980499e-05,0,0
"eradication",0,0,0,1.53296515980499e-05,0,0
"erfle",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"ergodicity",0,0,0,1.53296515980499e-05,0,0
"eri",0,0,0,1.53296515980499e-05,0,0
"ericbonabeaueurobioscom",0,0,0,1.53296515980499e-05,0,0
"ericbuffetautwanadoofr",0,0,0,1.53296515980499e-05,0,0
"eriksson",0,0,0,5.93031875463306e-06,2.07152992842864e-05,1.5381657373582e-05
"eritrea",0,0,0,3.06593031960997e-05,0,0
"ermolaeva",0,0,0,1.53296515980499e-05,0,0
"erni",0,0,0,3.06593031960997e-05,0,0
"ernst",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.15362430301865e-05
"eroded",0,0,0,1.53296515980499e-05,0,0
"erosion",0,0,0,5.33728687916976e-05,8.80400219582172e-05,1.15362430301865e-05
"erosional",0,0,0,9.39933284341679e-06,4.10412156960122e-05,0
"erotenberglblgov",0,0,0,1.53296515980499e-05,0,0
"erratic",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"erroneous",0,0,0,1.53296515980499e-05,0,0
"errorprone",0,0,0,4.59889547941496e-05,0,0
"errortolerant",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"erspecific",0,0,0,1.53296515980499e-05,0,0
"erupted",0,0,0,1.77909562638992e-05,5.1788248210716e-06,1.15362430301865e-05
"eruptions",0,0,0,1.18606375092661e-05,3.62517737475012e-05,6.1526629494328e-05
"eruptive",0,0,0,9.39933284341679e-06,0,1.82845126020514e-05
"erwin",0,0,0,1.53296515980499e-05,0,0
"erythaematosus",0,0,0,1.53296515980499e-05,0,0
"erzurumlu",0,0,0,1.53296515980499e-05,0,0
"esa",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"escaped",0,0,0,1.53296515980499e-05,0,0
"esch",0,0,0,1.53296515980499e-05,0,0
"esculenta",0,0,0,1.53296515980499e-05,0,0
"eshed",0,0,0,1.53296515980499e-05,0,0
"esikesaucklandacnz",0,0,0,1.53296515980499e-05,0,0
"eskelinen",0,0,0,1.53296515980499e-05,0,0
"esposito",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"essen",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"esslinger",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"estimations",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"estuary",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"esu",0,0,0,3.06593031960997e-05,0,0
"etch",0,0,0,1.53296515980499e-05,0,0
"etching",0,0,0,1.53296515980499e-05,0,0
"etgfbeta",0,0,0,1.53296515980499e-05,0,0
"etgu",0,0,0,1.53296515980499e-05,0,0
"ethane",0,0,0,1.53296515980499e-05,0,0
"ethenogenes",0,0,0,1.53296515980499e-05,0,0
"ethers",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"ethics",0,0,0,3.06593031960997e-05,0,0
"ethnographic",0,0,0,1.53296515980499e-05,0,0
"ethology",0,0,0,1.53296515980499e-05,0,0
"ethzuniz",0,0,0,1.53296515980499e-05,0,0
"etiolated",0,0,0,1.53296515980499e-05,0,0
"eto",0,0,0,1.53296515980499e-05,0,0
"etten",0,0,0,1.53296515980499e-05,0,0
"eucarya",0,0,0,1.53296515980499e-05,0,0
"euchromatin",0,0,0,1.53296515980499e-05,0,0
"eudicot",0,0,0,1.53296515980499e-05,0,0
"eugeniocoronadouves",0,0,0,1.53296515980499e-05,0,0
"eugster",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"eukarya",0,0,0,3.06593031960997e-05,0,0
"eukaryal",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"eukaryogenesis",0,0,0,1.53296515980499e-05,0,0
"euo",0,0,0,1.53296515980499e-05,0,0
"euphausia",0,0,0,1.53296515980499e-05,0,0
"eurasia",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.5381657373582e-05
"europeen",0,0,0,1.53296515980499e-05,0,0
"euryarchaeon",0,0,0,1.53296515980499e-05,0,0
"eusocial",0,0,0,6.13186063921994e-05,0,0
"eusociality",0,0,0,9.39933284341679e-06,2.46247294176073e-05,0
"eutectic",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"eutrophic",0,0,0,1.53296515980499e-05,0,0
"eutrophication",0,0,0,2.81979985302504e-05,0,1.21896750680343e-05
"evan",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"evanescent",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"evanston",0,0,0,2.37212750185322e-05,2.5894124105358e-05,2.3072486060373e-05
"evaporation",0,0,0,4.69966642170839e-05,0,1.21896750680343e-05
"evelyn",0,0,0,1.53296515980499e-05,0,0
"evening",0,0,0,1.53296515980499e-05,0,0
"evenski",0,0,0,1.53296515980499e-05,0,0
"eventrelated",0,0,0,1.53296515980499e-05,0,0
"evershed",0,0,0,1.53296515980499e-05,0,0
"eviner",0,0,0,1.53296515980499e-05,0,0
"evolutional",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"evolvability",0,0,0,4.69966642170839e-05,1.64164862784049e-05,0
"evolving",0,0,0,3.55819125277984e-05,5.1788248210716e-05,3.8454143433955e-05
"evron",0,0,0,1.53296515980499e-05,0,0
"evry",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"ewald",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"exacerbate",0,0,0,3.06593031960997e-05,0,0
"exacerbates",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"exacerbation",0,0,0,1.53296515980499e-05,0,0
"exceeding",0,0,0,2.37212750185322e-05,1.55364744632148e-05,2.3072486060373e-05
"exceptional",0,0,0,2.37212750185322e-05,2.5894124105358e-05,6.1526629494328e-05
"excesses",0,0,0,4.59889547941496e-05,0,0
"excessive",0,0,0,1.77909562638992e-05,2.07152992842864e-05,1.5381657373582e-05
"exchangers",0,0,0,1.53296515980499e-05,0,0
"excite",0,0,0,1.87986656868336e-05,1.64164862784049e-05,0
"excitedstate",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"exciting",0,0,0,3.75973313736672e-05,3.28329725568098e-05,0
"excitonic",0,0,0,2.81979985302504e-05,0,6.09483753401714e-06
"excitons",0,0,0,1.87986656868336e-05,1.64164862784049e-05,0
"excitotoxic",0,0,0,9.39933284341679e-06,2.46247294176073e-05,0
"excitotoxicity",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"excitotoxins",0,0,0,1.53296515980499e-05,0,0
"excludes",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"excluding",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"excursion",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"excursions",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"execute",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"executed",0,0,0,1.53296515980499e-05,0,0
"executes",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"execution",0,0,0,2.37212750185322e-05,5.1788248210716e-06,7.690828686791e-06
"executions",0,0,0,1.53296515980499e-05,0,0
"exempt",0,0,0,1.53296515980499e-05,0,0
"exhibitedand",0,0,0,1.53296515980499e-05,0,0
"exocytic",0,0,0,1.53296515980499e-05,0,0
"exocytosisfusion",0,0,0,1.53296515980499e-05,0,0
"exogenic",0,0,0,1.53296515980499e-05,0,0
"exonically",0,0,0,1.53296515980499e-05,0,0
"exonintron",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"exonuclease",0,0,0,4.59889547941496e-05,0,0
"exonucleolysis",0,0,0,1.53296515980499e-05,0,0
"exopolymer",0,0,0,1.53296515980499e-05,0,0
"exosite",0,0,0,3.06593031960997e-05,0,0
"exositei",0,0,0,1.53296515980499e-05,0,0
"exothermic",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"exotic",0,0,0,4.15122312824314e-05,6.21458978528592e-05,3.46087290905595e-05
"expansin",0,0,0,3.06593031960997e-05,0,0
"expansins",0,0,0,4.59889547941496e-05,0,0
"expansionreduction",0,0,0,1.53296515980499e-05,0,0
"expect",0,0,0,0.000148257968865827,3.62517737475012e-05,3.0763314747164e-05
"expectancies",0,0,0,1.53296515980499e-05,0,0
"expectancy",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"expedition",0,0,0,1.53296515980499e-05,0,0
"expelled",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"expenditure",0,0,0,2.96515937731653e-05,1.55364744632148e-05,7.690828686791e-06
"expensive",0,0,0,1.18606375092661e-05,1.03576496421432e-05,2.3072486060373e-05
"experiencedependent",0,0,0,2.37212750185322e-05,5.1788248210716e-06,3.8454143433955e-06
"experimentalphysik",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"experimentsand",0,0,0,1.53296515980499e-05,0,0
"experimentsfor",0,0,0,1.53296515980499e-05,0,0
"expert",0,0,0,5.93031875463306e-06,2.07152992842864e-05,1.15362430301865e-05
"explanatory",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"explicit",0,0,0,5.93031875463306e-06,1.55364744632148e-05,3.8454143433955e-06
"explicitly",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"exploding",0,0,0,1.53296515980499e-05,0,0
"exploits",0,0,0,9.39933284341679e-06,0,1.82845126020514e-05
"exploring",0,0,0,5.93031875463306e-06,3.10729489264296e-05,3.46087290905595e-05
"explosives",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"exponent",0,0,0,2.81979985302504e-05,0,6.09483753401714e-06
"exponents",0,0,0,1.53296515980499e-05,0,0
"exporter",0,0,0,2.81979985302504e-05,0,1.21896750680343e-05
"exports",0,0,0,2.81979985302504e-05,0,6.09483753401714e-06
"exposes",0,0,0,1.18606375092661e-05,1.03576496421432e-05,7.690828686791e-06
"exposing",0,0,0,1.77909562638992e-05,1.03576496421432e-05,3.8454143433955e-06
"exposures",0,0,0,5.93031875463306e-06,5.1788248210716e-06,7.690828686791e-06
"expressions",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"expressive",0,0,0,1.53296515980499e-05,0,0
"expresstrain",0,0,0,6.13186063921994e-05,0,0
"exquisitely",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"exsolutions",0,0,0,1.53296515980499e-05,0,0
"extender",0,0,0,1.53296515980499e-05,0,0
"extensional",0,0,0,9.39933284341679e-06,2.46247294176073e-05,0
"externallygenerated",0,0,0,1.53296515980499e-05,0,0
"extinct",0,0,0,1.18606375092661e-05,3.10729489264296e-05,1.5381657373582e-05
"extinctions",0,0,0,7.11638250555967e-05,1.03576496421432e-05,3.8454143433955e-06
"extracting",0,0,0,1.87986656868336e-05,0,1.21896750680343e-05
"extragalactic",0,0,0,5.93031875463306e-06,5.1788248210716e-06,7.690828686791e-06
"extraordinary",0,0,0,1.77909562638992e-05,1.55364744632148e-05,1.15362430301865e-05
"extraretinal",0,0,0,3.06593031960997e-05,0,0
"extratropical",0,0,0,4.59889547941496e-05,0,0
"eyestalk",0,0,0,1.53296515980499e-05,0,0
"ezekewitz",0,0,0,1.53296515980499e-05,0,0
"fabricate",0,0,0,2.37212750185322e-05,5.1788248210716e-06,1.5381657373582e-05
"fabricating",0,0,0,5.93031875463306e-06,5.1788248210716e-06,7.690828686791e-06
"fabrication",0,0,0,0.00015418828762046,5.1788248210716e-05,3.0763314747164e-05
"fabrics",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"facecentredcubic",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"faced",0,0,0,9.39933284341679e-06,0,2.43793501360685e-05
"faces",0,0,0,3.75973313736672e-05,0,2.43793501360685e-05
"faceselective",0,0,0,1.53296515980499e-05,0,0
"facets",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.92270717169775e-05
"fachbereich",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fachgebiet",0,0,0,1.53296515980499e-05,0,0
"facies",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"facility",0,0,0,1.18606375092661e-05,5.1788248210716e-06,0.000119207844645261
"facincani",0,0,0,1.53296515980499e-05,0,0
"facing",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"factorbb",0,0,0,1.53296515980499e-05,0,0
"factorfactor",0,0,0,1.53296515980499e-05,0,0
"factorization",0,0,0,1.53296515980499e-05,0,0
"factorized",0,0,0,1.53296515980499e-05,0,0
"factorras",0,0,0,1.53296515980499e-05,0,0
"facultatively",0,0,0,3.06593031960997e-05,0,0
"fading",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"fadok",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"fadokvnjcorg",0,0,0,1.53296515980499e-05,0,0
"fafard",0,0,0,1.53296515980499e-05,0,0
"fagan",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fagioli",0,0,0,1.53296515980499e-05,0,0
"fagiolini",0,0,0,1.53296515980499e-05,0,0
"fahrbach",0,0,0,1.53296515980499e-05,0,0
"faintness",0,0,0,1.53296515980499e-05,0,0
"fairly",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"faithful",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"fakultat",0,0,0,1.53296515980499e-05,0,0
"fakultät",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"falci",0,0,0,1.53296515980499e-05,0,0
"falkowski",0,0,0,1.53296515980499e-05,0,0
"falling",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"faltered",0,0,0,1.53296515980499e-05,0,0
"familiar",0,0,0,5.93031875463306e-06,2.07152992842864e-05,3.8454143433955e-06
"familiesa",0,0,0,1.53296515980499e-05,0,0
"farallon",0,0,0,3.06593031960997e-05,0,0
"farese",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"farfield",0,0,0,1.87986656868336e-05,3.28329725568098e-05,0
"farinella",0,0,0,1.53296515980499e-05,0,0
"farinfrared",0,0,0,2.37212750185322e-05,5.1788248210716e-06,3.8454143433955e-06
"farkas",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"farlow",0,0,0,1.53296515980499e-05,0,0
"farmed",0,0,0,1.53296515980499e-05,0,0
"farmer",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"farmers",0,0,0,1.87986656868336e-05,0,1.21896750680343e-05
"farming",0,0,0,9.39933284341679e-06,3.28329725568098e-05,0
"faroffresonance",0,0,0,1.53296515980499e-05,0,0
"farooqi",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"farquhar",0,0,0,3.06593031960997e-05,0,0
"farrimond",0,0,0,1.53296515980499e-05,0,0
"farris",0,0,0,1.53296515980499e-05,0,0
"farthing",0,0,0,1.53296515980499e-05,0,0
"fartmann",0,0,0,1.53296515980499e-05,0,0
"fascinating",0,0,0,9.39933284341679e-06,4.92494588352147e-05,0
"fasterthanc",0,0,0,1.53296515980499e-05,0,0
"fastest",0,0,0,1.18606375092661e-05,1.03576496421432e-05,1.15362430301865e-05
"fastidiosa",0,0,0,7.66482579902493e-05,0,0
"fastidious",0,0,0,1.53296515980499e-05,0,0
"fasting",0,0,0,1.77909562638992e-05,3.10729489264296e-05,7.690828686791e-06
"fastscan",0,0,0,1.53296515980499e-05,0,0
"fata",0,0,0,1.53296515980499e-05,0,0
"fatalities",0,0,0,1.53296515980499e-05,0,0
"fated",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fathers",0,0,0,5.93031875463306e-06,1.55364744632148e-05,7.690828686791e-06
"fattyaciddependent",0,0,0,3.06593031960997e-05,0,0
"fauchet",0,0,0,1.53296515980499e-05,0,0
"faul",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"faulting",0,0,0,2.81979985302504e-05,7.3874188252822e-05,0
"faulttolerant",0,0,0,1.87986656868336e-05,0,1.21896750680343e-05
"favouring",0,0,0,2.37212750185322e-05,5.1788248210716e-06,1.15362430301865e-05
"fbox",0,0,0,5.93031875463306e-05,4.14305985685728e-05,7.690828686791e-06
"feany",0,0,0,1.53296515980499e-05,0,0
"feared",0,0,0,1.53296515980499e-05,0,0
"fearing",0,0,0,1.53296515980499e-05,0,0
"featureless",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"featurespace",0,0,0,1.53296515980499e-05,0,0
"featurotemporal",0,0,0,1.53296515980499e-05,0,0
"febrile",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fecund",0,0,0,3.75973313736672e-05,0,6.09483753401714e-06
"feder",0,0,0,1.53296515980499e-05,0,0
"federal",0,0,0,3.55819125277984e-05,1.03576496421432e-05,6.53720438377235e-05
"federico",0,0,0,9.39933284341679e-06,0,1.82845126020514e-05
"federman",0,0,0,1.53296515980499e-05,0,0
"federspiel",0,0,0,1.53296515980499e-05,0,0
"feed",0,0,0,2.37212750185322e-05,2.5894124105358e-05,3.8454143433955e-06
"feedbackloop",0,0,0,1.53296515980499e-05,0,0
"feedbacks",0,0,0,2.37212750185322e-05,1.03576496421432e-05,3.8454143433955e-05
"feeders",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"feedstock",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"feet",0,0,0,5.93031875463306e-06,5.1788248210716e-06,7.690828686791e-06
"fehr",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"feighner",0,0,0,1.53296515980499e-05,0,0
"feiii",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"feiiiporphyrin",0,0,0,1.53296515980499e-05,0,0
"feiiiprotoporphyrinix",0,0,0,1.53296515980499e-05,0,0
"feldblyum",0,0,0,3.06593031960997e-05,0,0
"feldhofer",0,0,0,1.53296515980499e-05,0,0
"feldmeyer",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"feldpausch",0,0,0,1.53296515980499e-05,0,0
"feldspar",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"felectron",0,0,0,3.06593031960997e-05,0,0
"felipe",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"feltwell",0,0,0,3.06593031960997e-05,0,0
"femn",0,0,0,1.53296515980499e-05,0,0
"femtosecond",0,0,0,1.77909562638992e-05,4.66094233896444e-05,4.6144972120746e-05
"fences",0,0,0,1.53296515980499e-05,0,0
"feng",0,0,0,1.77909562638992e-05,3.62517737475012e-05,4.99903864641415e-05
"fenstermaker",0,0,0,1.53296515980499e-05,0,0
"fermi",0,0,0,5.93031875463306e-05,5.1788248210716e-05,4.22995577773505e-05
"fermiliquiddestroying",0,0,0,1.53296515980499e-05,0,0
"fermion",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.15362430301865e-05
"fermions",0,0,0,3.55819125277984e-05,3.10729489264296e-05,6.9217458181119e-05
"fernandezfunez",0,0,0,1.53296515980499e-05,0,0
"fernandina",0,0,0,3.06593031960997e-05,0,0
"fernández",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.15362430301865e-05
"ferrariprincetonedu",0,0,0,1.53296515980499e-05,0,0
"ferredoxin",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"ferreira",0,0,0,2.37212750185322e-05,1.03576496421432e-05,1.92270717169775e-05
"ferro",0,0,0,1.53296515980499e-05,0,0
"ferroelectric",0,0,0,3.75973313736672e-05,7.3874188252822e-05,0
"ferroelectrics",0,0,0,5.93031875463306e-06,1.55364744632148e-05,1.15362430301865e-05
"ferroeletric",0,0,0,1.53296515980499e-05,0,0
"ferromagnet",0,0,0,1.18606375092661e-05,1.55364744632148e-05,1.15362430301865e-05
"ferromagneticantiferromagnetic",0,0,0,1.53296515980499e-05,0,0
"ferromagnetism",0,0,0,7.70941438102298e-05,1.55364744632148e-05,1.5381657373582e-05
"ferromagnets",0,0,0,3.55819125277984e-05,3.10729489264296e-05,7.690828686791e-06
"ferromagnetsquantum",0,0,0,1.53296515980499e-05,0,0
"ferroportin",0,0,0,9.19779095882991e-05,0,0
"fertility",0,0,0,6.57953299039175e-05,0,6.09483753401714e-06
"fertilizable",0,0,0,1.53296515980499e-05,0,0
"fertilize",0,0,0,1.53296515980499e-05,0,0
"fertilizer",0,0,0,3.06593031960997e-05,0,0
"fertilizers",0,0,0,1.77909562638992e-05,5.1788248210716e-06,3.8454143433955e-06
"fesik",0,0,0,1.53296515980499e-05,0,0
"festkorperelektronik",0,0,0,1.53296515980499e-05,0,0
"festkorperforschung",0,0,0,4.59889547941496e-05,0,0
"festkorperforschungcnrs",0,0,0,1.53296515980499e-05,0,0
"festkörperforschung",0,0,0,1.53296515980499e-05,0,0
"fet",0,0,0,1.87986656868336e-05,8.20824313920244e-06,0
"feti",0,0,0,1.53296515980499e-05,0,0
"fets",0,0,0,9.19779095882991e-05,0,0
"fevco",0,0,0,1.53296515980499e-05,0,0
"fewelectron",0,0,0,1.53296515980499e-05,0,0
"fewest",0,0,0,1.53296515980499e-05,0,0
"ffh",0,0,0,9.39933284341679e-06,1.64164862784049e-05,0
"fgffgfr",0,0,0,1.53296515980499e-05,0,0
"fgffgfrheparin",0,0,0,1.53296515980499e-05,0,0
"fgfheparin",0,0,0,1.53296515980499e-05,0,0
"fgfr",0,0,0,2.37212750185322e-05,5.1788248210716e-06,3.8454143433955e-06
"fgfrb",0,0,0,3.06593031960997e-05,0,0
"fgfrc",0,0,0,3.06593031960997e-05,0,0
"fgfrs",0,0,0,1.53296515980499e-05,0,0
"fhullemanastrouunl",0,0,0,1.53296515980499e-05,0,0
"fibrates",0,0,0,1.53296515980499e-05,0,0
"fibrefibre",0,0,0,1.53296515980499e-05,0,0
"fibreglasslike",0,0,0,1.53296515980499e-05,0,0
"fibresthat",0,0,0,1.53296515980499e-05,0,0
"fibrosarcoma",0,0,0,3.06593031960997e-05,0,0
"fibrosarcomaderived",0,0,0,1.53296515980499e-05,0,0
"ficedula",0,0,0,1.53296515980499e-05,0,0
"fichou",0,0,0,1.53296515980499e-05,0,0
"fieldbased",0,0,0,1.53296515980499e-05,0,0
"fieldeffect",0,0,0,2.96515937731653e-05,1.03576496421432e-05,1.5381657373582e-05
"fieldinduced",0,0,0,1.53296515980499e-05,0,0
"fieldit",0,0,0,1.53296515980499e-05,0,0
"fifield",0,0,0,1.53296515980499e-05,0,0
"fifteenyear",0,0,0,1.53296515980499e-05,0,0
"figura",0,0,0,1.53296515980499e-05,0,0
"figureofeight",0,0,0,1.53296515980499e-05,0,0
"filamentary",0,0,0,1.53296515980499e-05,0,0
"filas",0,0,0,1.53296515980499e-05,0,0
"filatov",0,0,0,1.53296515980499e-05,0,0
"filchak",0,0,0,1.53296515980499e-05,0,0
"filchakndedu",0,0,0,1.53296515980499e-05,0,0
"filho",0,0,0,1.53296515980499e-05,0,0
"fill",0,0,0,5.93031875463306e-06,5.1788248210716e-06,7.690828686791e-06
"filling",0,0,0,2.96515937731653e-05,3.10729489264296e-05,7.690828686791e-06
"fills",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"filopodium",0,0,0,1.53296515980499e-05,0,0
"filtering",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"fin",0,0,0,2.81979985302504e-05,3.28329725568098e-05,0
"finalstage",0,0,0,4.59889547941496e-05,0,0
"finches",0,0,0,5.93031875463306e-06,1.55364744632148e-05,3.8454143433955e-06
"findlay",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fineberg",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"finegrained",0,0,0,5.93031875463306e-06,1.03576496421432e-05,1.5381657373582e-05
"finer",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"finescale",0,0,0,1.77909562638992e-05,2.07152992842864e-05,7.690828686791e-06
"finestresolution",0,0,0,1.53296515980499e-05,0,0
"finestructure",0,0,0,2.81979985302504e-05,1.64164862784049e-05,0
"finetunes",0,0,0,5.93031875463306e-06,5.1788248210716e-06,3.8454143433955e-06
"finish",0,0,0,1.53296515980499e-05,0,0
"finitesize",0,0,0,2.81979985302504e-05,0,6.09483753401714e-06
"finitetime",0,0,0,3.06593031960997e-05,0,0
"finkel",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"finkelmeier",0,0,0,1.53296515980499e-05,0,0
"finkeltnihgov",0,0,0,1.53296515980499e-05,0,0
"finland",0,0,0,2.96515937731653e-05,1.03576496421432e-05,0.000219188617573544
"finlay",0,0,0,1.53296515980499e-05,0,0
"finnerty",0,0,0,3.06593031960997e-05,0,0
"finnin",0,0,0,1.53296515980499e-05,0,0
"finnish",0,0,0,5.93031875463306e-06,5.1788248210716e-06,1.15362430301865e-05
"fiore",0,0,0,5.93031875463306e-06,1.03576496421432e-05,3.8454143433955e-06
"fire",0,0,0,1.18606375092661e-05,2.07152992842864e-05,3.8454143433955e-05
"fired",0,0,0,2.81979985302504e-05,8.20824313920244e-06,0
"fires",0,0,0,1.87986656868336e-05,0,6.09483753401714e-06
"firmin",0,0,0,1.53296515980499e-05,0,0
"firn",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"firstorder",0,0,0,0.000103392661277585,1.64164862784049e-05,0
"firstpass",0,0,0,1.53296515980499e-05,0,0
"firstprinciples",0,0,0,1.77909562638992e-05,2.5894124105358e-05,1.15362430301865e-05
"fished",0,0,0,1.53296515980499e-05,0,0
"fisheries",0,0,0,1.18606375092661e-05,2.5894124105358e-05,3.8454143433955e-05
"fishery",0,0,0,1.18606375092661e-05,1.55364744632148e-05,3.8454143433955e-06
"fishing",0,0,0,5.93031875463306e-06,2.07152992842864e-05,1.15362430301865e-05
"fishlock",0,0,0,1.53296515980499e-05,0,0
"fisica",0,0,0,1.77909562638992e-05,5.1788248210716e-06,5.3835800807537e-05
"fisiche",0,0,0,1.53296515980499e-05,0,0
"fisk",0,0,0,2.81979985302504e-05,0,6.09483753401714e-06
"fitted",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"fittest",0,0,0,1.53296515980499e-05,0,0
"fitzpatrick",0,0,0,9.39933284341679e-06,0,1.21896750680343e-05
"fivefold",0,0,0,2.81979985302504e-05,8.20824313920244e-06,0
"fiveyear",0,0,0,9.39933284341679e-06,8.20824313920244e-06,0
"fixes",0,0,0,9.39933284341679e-06,0,6.09483753401714e-06
"fkepplerixurzuniheidelbergde",0,0,0,1.53296515980499e-05,0,0
"fkh",0,0,0,0.000199285470774648,0,0
"fkhr",0,0,0,1.53296515980499e-05,0,0
"fkhrl",0,0,0,1.53296515980499e-05,0,0
"flag",0,0,0,4.69966642170839e-05,8.20824313920244e-06,0
"flags",0,0,0,3.06593031960997e-05,0,0
"flagstaff",0,0,0,9.39933284341679e-06,0,3.04741876700857e-05
"flakes",0,0,0,1.53296515980499e-05,0,0
"flame",0,0,0,1.53296515980499e-05,0,0
"flanders",0,0,0,1.18606375092661e-05,5.1788248210716e-06,3.8454143433955e-06
"flank",0,0,0,5.93031875463306e-06,1.55364744632148e-05,3.8454143433955e-06
"flapping",0,0,0,2.81979985302504e-05,0,1.21896750680343e-05
"flatfishes",0,0,0,1.53296515980499e-05,0,0
"flatpanel",0,0,0,1.53296515980499e-05,0,0
